Folder_name,N_NODES,K_NEIGHBOR,MEMORY_SIZE,CONFIDENCE,CONFIDENCE_THR,FILTER,ONE_SHOT,INITIAL_THR,UPDATE_THR,K,ITERATION,N_TRAIN,N_TRAIN_USED,N_TEST,N_TEST_USED,original,accuracy_scores,accuracy_coordinates_test,accuracy_coordinates_centroids,accuracy_coordinates_normalization_test,accuracy_coordinates_normalization_centroids
log_3_1_160_1_0.4_CONF_1_0_0_2_50_614_204_154_154,3,1,160,1,0.4,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 77.27, 76.62]",0.766233766,0.772727273,0.766233766,0.779220779,0.785714286
log_3_1_160_1_0.5_CONF_1_0_0_2_50_614_204_154_154,3,1,160,1,0.5,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 77.27, 76.62]",0.766233766,0.772727273,0.766233766,0.779220779,0.785714286
log_3_1_160_1_0.6_CONF_1_0_0_2_50_614_204_154_154,3,1,160,1,0.6,CONF,1,0,0,2,50,614,204,154,154,"[76.62, 77.92, 76.62]",0.772727273,0.772727273,0.772727273,0.779220779,0.792207792
log_3_1_160_1_0.7_CONF_1_0_0_2_50_614_204_154_154,3,1,160,1,0.7,CONF,1,0,0,2,50,614,204,154,154,"[76.62, 75.97, 77.27]",0.772727273,0.772727273,0.766233766,0.779220779,0.772727273
log_3_1_160_1_0.8_CONF_1_0_0_2_50_614_204_154_154,3,1,160,1,0.8,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 75.97, 79.22]",0.772727273,0.772727273,0.779220779,0.792207792,0.779220779
log_3_1_160_1_0.9_CONF_1_0_0_2_50_614_204_154_154,3,1,160,1,0.9,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 75.97, 77.27]",0.792207792,0.792207792,0.75974026,0.798701299,0.75974026
log_3_1_20_0_0.0_CONF_1_0_0_2_50_614_204_154_154,3,1,20,0,0,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 80.52, 74.68]",0.805194805,0.779220779,0.772727273,0.75974026,0.779220779
log_3_1_20_1_0.01_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.01,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 72.73, 74.68]",0.805194805,0.779220779,0.746753247,0.75974026,0.779220779
log_3_1_20_1_0.05_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.05,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 72.73, 74.68]",0.805194805,0.779220779,0.746753247,0.75974026,0.779220779
log_3_1_20_1_0.1_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.1,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 66.88, 74.68]",0.75974026,0.798701299,0.805194805,0.766233766,0.779220779
log_3_1_20_1_0.2_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.2,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 66.88, 74.68]",0.75974026,0.798701299,0.805194805,0.766233766,0.779220779
log_3_1_20_1_0.3_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.3,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 66.88, 74.68]",0.75974026,0.798701299,0.805194805,0.766233766,0.779220779
log_3_1_20_1_0.4_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.4,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 80.52, 74.68]",0.805194805,0.779220779,0.772727273,0.75974026,0.779220779
log_3_1_20_1_0.5_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.5,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 80.52, 74.68]",0.805194805,0.779220779,0.772727273,0.75974026,0.779220779
log_3_1_20_1_0.6_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.6,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 66.88, 74.68]",0.779220779,0.798701299,0.805194805,0.746753247,0.779220779
log_3_1_20_1_0.7_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.7,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 66.88, 74.68]",0.766233766,0.785714286,0.805194805,0.746753247,0.779220779
log_3_1_20_1_0.8_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.8,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 66.88, 74.68]",0.792207792,0.792207792,0.805194805,0.746753247,0.772727273
log_3_1_20_1_0.9_CONF_1_0_0_2_50_614_204_154_154,3,1,20,1,0.9,CONF,1,0,0,2,50,614,204,154,154,"[80.52, 66.88, 74.68]",0.798701299,0.798701299,0.805194805,0.75974026,0.779220779
log_3_1_40_0_0.0_CONF_1_0_0_2_50_614_204_154_154,3,1,40,0,0,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.785714286,0.772727273,0.772727273
log_3_1_40_1_0.01_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.01,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.785714286,0.772727273,0.772727273
log_3_1_40_1_0.05_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.05,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.785714286,0.772727273,0.772727273
log_3_1_40_1_0.1_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.1,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 73.38, 75.97]",0.766233766,0.75974026,0.766233766,0.766233766,0.779220779
log_3_1_40_1_0.2_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.2,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.785714286,0.772727273,0.772727273
log_3_1_40_1_0.3_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.3,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.785714286,0.772727273,0.772727273
log_3_1_40_1_0.4_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.4,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 73.38, 75.97]",0.766233766,0.75974026,0.766233766,0.766233766,0.779220779
log_3_1_40_1_0.5_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.5,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.785714286,0.772727273,0.772727273
log_3_1_40_1_0.6_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.6,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.785714286,0.772727273,0.772727273
log_3_1_40_1_0.7_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.7,CONF,1,0,0,2,50,614,204,154,154,"[81.17, 78.57, 75.97]",0.772727273,0.766233766,0.785714286,0.772727273,0.792207792
log_3_1_40_1_0.8_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.8,CONF,1,0,0,2,50,614,204,154,154,"[81.17, 76.62, 75.97]",0.766233766,0.766233766,0.766233766,0.772727273,0.779220779
log_3_1_40_1_0.9_CONF_1_0_0_2_50_614_204_154_154,3,1,40,1,0.9,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.766233766,0.766233766,0.766233766,0.785714286,0.785714286
log_3_1_80_0_0.0_CONF_1_0_0_2_50_614_204_154_154,3,1,80,0,0,CONF,1,0,0,2,50,614,204,154,154,"[78.57, 76.62, 75.97]",0.772727273,0.779220779,0.766233766,0.779220779,0.75974026
log_3_1_80_1_0.01_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.01,CONF,1,0,0,2,50,614,204,154,154,"[78.57, 78.57, 75.97]",0.785714286,0.779220779,0.772727273,0.779220779,0.75974026
log_3_1_80_1_0.05_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.05,CONF,1,0,0,2,50,614,204,154,154,"[78.57, 78.57, 75.97]",0.785714286,0.779220779,0.772727273,0.779220779,0.75974026
log_3_1_80_1_0.1_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.1,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 76.62, 75.97]",0.772727273,0.779220779,0.772727273,0.779220779,0.75974026
log_3_1_80_1_0.2_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.2,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 78.57, 75.97]",0.785714286,0.779220779,0.772727273,0.779220779,0.75974026
log_3_1_80_1_0.3_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.3,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 78.57, 75.97]",0.785714286,0.779220779,0.772727273,0.779220779,0.75974026
log_3_1_80_1_0.4_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.4,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 78.57, 75.97]",0.785714286,0.779220779,0.772727273,0.779220779,0.75974026
log_3_1_80_1_0.5_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.5,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 78.57, 75.97]",0.785714286,0.779220779,0.772727273,0.779220779,0.75974026
log_3_1_80_1_0.6_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.6,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 77.92, 76.62]",0.785714286,0.779220779,0.766233766,0.779220779,0.75974026
log_3_1_80_1_0.7_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.7,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 76.62, 76.62]",0.766233766,0.75974026,0.772727273,0.779220779,0.746753247
log_3_1_80_1_0.8_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.8,CONF,1,0,0,2,50,614,204,154,154,"[78.57, 75.97, 75.32]",0.766233766,0.766233766,0.75974026,0.792207792,0.75974026
log_3_1_80_1_0.9_CONF_1_0_0_2_50_614_204_154_154,3,1,80,1,0.9,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 76.62, 77.27]",0.779220779,0.779220779,0.753246753,0.811688312,0.753246753
log_3_2_10_0_0.0_CONF_1_0_0_2_50_614_204_154_154,3,2,10,0,0,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 72.08, 78.57]",0.805194805,0.798701299,0.785714286,0.733766234,0.785714286
log_3_2_10_1_0.01_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.01,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 72.08, 78.57]",0.805194805,0.798701299,0.785714286,0.733766234,0.785714286
log_3_2_10_1_0.05_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.05,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 72.08, 78.57]",0.805194805,0.798701299,0.785714286,0.733766234,0.785714286
log_3_2_10_1_0.1_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.1,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 72.08, 78.57]",0.805194805,0.798701299,0.785714286,0.733766234,0.785714286
log_3_2_10_1_0.2_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.2,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 72.08, 78.57]",0.805194805,0.798701299,0.785714286,0.733766234,0.785714286
log_3_2_10_1_0.3_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.3,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 72.08, 78.57]",0.805194805,0.798701299,0.785714286,0.733766234,0.785714286
log_3_2_10_1_0.4_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.4,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 72.08, 78.57]",0.805194805,0.798701299,0.785714286,0.733766234,0.785714286
log_3_2_10_1_0.5_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.5,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 72.08, 78.57]",0.805194805,0.798701299,0.785714286,0.733766234,0.785714286
log_3_2_10_1_0.6_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.6,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 72.08, 78.57]",0.805194805,0.798701299,0.785714286,0.733766234,0.785714286
log_3_2_10_1_0.7_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.7,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 72.08, 78.57]",0.805194805,0.798701299,0.785714286,0.733766234,0.785714286
log_3_2_10_1_0.8_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.8,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 74.68, 78.57]",0.824675325,0.798701299,0.785714286,0.74025974,0.785714286
log_3_2_10_1_0.9_CONF_1_0_0_2_50_614_204_154_154,3,2,10,1,0.9,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 74.68, 77.92]",0.824675325,0.798701299,0.792207792,0.74025974,0.792207792
log_3_2_160_0_0.0_CONF_1_0_0_2_50_614_204_154_154,3,2,160,0,0,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 77.27, 76.62]",0.766233766,0.772727273,0.785714286,0.805194805,0.792207792
log_3_2_160_1_0.01_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.01,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 77.27, 76.62]",0.766233766,0.772727273,0.785714286,0.805194805,0.792207792
log_3_2_160_1_0.05_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.05,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 77.27, 76.62]",0.766233766,0.772727273,0.785714286,0.805194805,0.792207792
log_3_2_160_1_0.1_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.1,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 77.27, 75.32]",0.766233766,0.772727273,0.785714286,0.805194805,0.785714286
log_3_2_160_1_0.2_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.2,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 77.27, 76.62]",0.766233766,0.772727273,0.785714286,0.805194805,0.792207792
log_3_2_160_1_0.3_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.3,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 77.27, 76.62]",0.766233766,0.772727273,0.785714286,0.805194805,0.792207792
log_3_2_160_1_0.4_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.4,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 77.27, 76.62]",0.766233766,0.772727273,0.785714286,0.805194805,0.792207792
log_3_2_160_1_0.5_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.5,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 77.27, 76.62]",0.766233766,0.772727273,0.785714286,0.805194805,0.792207792
log_3_2_160_1_0.6_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.6,CONF,1,0,0,2,50,614,204,154,154,"[76.62, 77.92, 76.62]",0.772727273,0.772727273,0.785714286,0.805194805,0.785714286
log_3_2_160_1_0.7_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.7,CONF,1,0,0,2,50,614,204,154,154,"[76.62, 75.97, 77.27]",0.772727273,0.772727273,0.75974026,0.798701299,0.772727273
log_3_2_160_1_0.8_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.8,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 75.32, 79.22]",0.766233766,0.766233766,0.75974026,0.811688312,0.779220779
log_3_2_160_1_0.9_CONF_1_0_0_2_50_614_204_154_154,3,2,160,1,0.9,CONF,1,0,0,2,50,614,204,154,154,"[77.27, 75.97, 77.27]",0.792207792,0.792207792,0.75974026,0.805194805,0.766233766
log_3_2_20_0_0.0_CONF_1_0_0_2_50_614_204_154_154,3,2,20,0,0,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 68.18, 74.68]",0.75974026,0.798701299,0.805194805,0.74025974,0.805194805
log_3_2_20_1_0.01_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.01,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 66.88, 74.68]",0.75974026,0.798701299,0.805194805,0.74025974,0.805194805
log_3_2_20_1_0.05_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.05,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 80.52, 74.68]",0.805194805,0.779220779,0.779220779,0.74025974,0.779220779
log_3_2_20_1_0.1_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.1,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 80.52, 74.68]",0.805194805,0.779220779,0.779220779,0.74025974,0.779220779
log_3_2_20_1_0.2_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.2,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 66.88, 74.68]",0.75974026,0.798701299,0.805194805,0.74025974,0.805194805
log_3_2_20_1_0.3_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.3,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 66.88, 74.68]",0.75974026,0.798701299,0.805194805,0.74025974,0.805194805
log_3_2_20_1_0.4_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.4,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 72.73, 74.68]",0.805194805,0.779220779,0.772727273,0.74025974,0.779220779
log_3_2_20_1_0.5_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.5,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 66.88, 74.68]",0.75974026,0.798701299,0.805194805,0.74025974,0.805194805
log_3_2_20_1_0.6_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.6,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 66.88, 74.68]",0.779220779,0.798701299,0.805194805,0.74025974,0.805194805
log_3_2_20_1_0.7_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.7,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 81.17, 74.68]",0.792207792,0.779220779,0.772727273,0.753246753,0.785714286
log_3_2_20_1_0.8_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.8,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 78.57, 74.68]",0.792207792,0.772727273,0.766233766,0.753246753,0.766233766
log_3_2_20_1_0.9_CONF_1_0_0_2_50_614_204_154_154,3,2,20,1,0.9,CONF,1,0,0,2,50,614,204,154,154,"[80.52, 79.87, 74.68]",0.792207792,0.792207792,0.779220779,0.785714286,0.792207792
log_3_2_40_0_0.0_CONF_1_0_0_2_50_614_204_154_154,3,2,40,0,0,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 73.38, 75.97]",0.766233766,0.75974026,0.75974026,0.772727273,0.766233766
log_3_2_40_1_0.01_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.01,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 73.38, 75.97]",0.766233766,0.75974026,0.75974026,0.772727273,0.766233766
log_3_2_40_1_0.05_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.05,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.779220779,0.772727273,0.766233766
log_3_2_40_1_0.1_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.1,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.779220779,0.772727273,0.766233766
log_3_2_40_1_0.2_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.2,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.779220779,0.772727273,0.766233766
log_3_2_40_1_0.3_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.3,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 73.38, 75.97]",0.766233766,0.75974026,0.75974026,0.772727273,0.766233766
log_3_2_40_1_0.4_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.4,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.779220779,0.772727273,0.766233766
log_3_2_40_1_0.5_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.5,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 73.38, 75.97]",0.766233766,0.75974026,0.75974026,0.772727273,0.766233766
log_3_2_40_1_0.6_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.6,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.779220779,0.75974026,0.779220779,0.772727273,0.766233766
log_3_2_40_1_0.7_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.7,CONF,1,0,0,2,50,614,204,154,154,"[81.17, 78.57, 75.97]",0.772727273,0.766233766,0.779220779,0.779220779,0.779220779
log_3_2_40_1_0.8_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.8,CONF,1,0,0,2,50,614,204,154,154,"[81.17, 77.27, 75.97]",0.779220779,0.779220779,0.779220779,0.766233766,0.779220779
log_3_2_40_1_0.9_CONF_1_0_0_2_50_614_204_154_154,3,2,40,1,0.9,CONF,1,0,0,2,50,614,204,154,154,"[81.82, 77.92, 75.97]",0.766233766,0.766233766,0.766233766,0.785714286,0.785714286
log_3_2_80_0_0.0_CONF_1_0_0_2_50_614_204_154_154,3,2,80,0,0,CONF,1,0,0,2,50,614,204,154,154,"[78.57, 78.57, 75.97]",0.785714286,0.779220779,0.753246753,0.779220779,0.75974026
log_3_2_80_1_0.01_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.01,CONF,1,0,0,2,50,614,204,154,154,"[78.57, 78.57, 75.97]",0.785714286,0.779220779,0.753246753,0.779220779,0.75974026
log_3_2_80_1_0.05_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.05,CONF,1,0,0,2,50,614,204,154,154,"[78.57, 78.57, 75.97]",0.785714286,0.779220779,0.753246753,0.779220779,0.75974026
log_3_2_80_1_0.1_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.1,CONF,1,0,0,2,50,614,204,154,154,"[78.57, 78.57, 75.97]",0.785714286,0.779220779,0.753246753,0.779220779,0.75974026
log_3_2_80_1_0.2_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.2,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 78.57, 75.97]",0.785714286,0.779220779,0.753246753,0.785714286,0.75974026
log_3_2_80_1_0.3_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.3,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 76.62, 75.97]",0.772727273,0.779220779,0.753246753,0.779220779,0.75974026
log_3_2_80_1_0.4_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.4,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 78.57, 75.97]",0.785714286,0.779220779,0.753246753,0.785714286,0.75974026
log_3_2_80_1_0.5_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.5,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 78.57, 75.97]",0.785714286,0.779220779,0.753246753,0.785714286,0.75974026
log_3_2_80_1_0.6_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.6,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 77.92, 76.62]",0.785714286,0.779220779,0.75974026,0.785714286,0.766233766
log_3_2_80_1_0.7_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.7,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 75.97, 76.62]",0.766233766,0.75974026,0.753246753,0.785714286,0.75974026
log_3_2_80_1_0.8_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.8,CONF,1,0,0,2,50,614,204,154,154,"[78.57, 75.97, 75.32]",0.766233766,0.766233766,0.753246753,0.792207792,0.766233766
log_3_2_80_1_0.9_CONF_1_0_0_2_50_614_204_154_154,3,2,80,1,0.9,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 76.62, 77.27]",0.779220779,0.779220779,0.746753247,0.811688312,0.75974026
log_3_3_10_0_0.0_CONF_1_0_0_2_50_614_204_154_154,3,3,10,0,0,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.798701299,0.798701299,0.720779221,0.753246753,0.694805195
log_3_3_10_1_0.01_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.01,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.798701299,0.798701299,0.720779221,0.753246753,0.694805195
log_3_3_10_1_0.05_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.05,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.798701299,0.798701299,0.720779221,0.753246753,0.694805195
log_3_3_10_1_0.1_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.1,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.798701299,0.798701299,0.720779221,0.753246753,0.694805195
log_3_3_10_1_0.2_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.2,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.798701299,0.798701299,0.720779221,0.753246753,0.694805195
log_3_3_10_1_0.3_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.3,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.798701299,0.798701299,0.720779221,0.753246753,0.694805195
log_3_3_10_1_0.4_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.4,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.798701299,0.798701299,0.720779221,0.753246753,0.694805195
log_3_3_10_1_0.5_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.5,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.798701299,0.798701299,0.720779221,0.753246753,0.694805195
log_3_3_10_1_0.6_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.6,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.798701299,0.798701299,0.720779221,0.753246753,0.694805195
log_3_3_10_1_0.7_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.7,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.798701299,0.798701299,0.720779221,0.753246753,0.694805195
log_3_3_10_1_0.8_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.8,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.82]",0.818181818,0.792207792,0.720779221,0.727272727,0.707792208
log_3_3_10_1_0.9_CONF_1_0_0_2_50_614_204_154_154,3,3,10,1,0.9,CONF,1,0,0,2,50,614,204,154,154,"[79.22, 75.32, 81.17]",0.818181818,0.785714286,0.62987013,0.746753247,0.623376623
log_3_3_160_0_0.0_CONF_1_0_0_2_50_614_204_154_154,3,3,160,0,0,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 77.27, 77.27]",0.772727273,0.766233766,0.753246753,0.746753247,0.766233766
log_3_3_160_1_0.01_CONF_1_0_0_2_50_614_204_154_154,3,3,160,1,0.01,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 77.27, 77.27]",0.772727273,0.766233766,0.753246753,0.746753247,0.766233766
log_3_3_160_1_0.05_CONF_1_0_0_2_50_614_204_154_154,3,3,160,1,0.05,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 77.27, 77.27]",0.772727273,0.766233766,0.753246753,0.746753247,0.766233766
log_3_3_160_1_0.1_CONF_1_0_0_2_50_614_204_154_154,3,3,160,1,0.1,CONF,1,0,0,2,50,614,204,154,154,"[77.92, 77.27, 77.27]",0.772727273,0.766233766,0.753246753,0.746753247,0.766233766
